"Tweet" "Country" "Words" "AFScore" "BingScore" "NumWords" "AFINNcats"
"3290" "Must be nice being a student during these Covid times. All y'all do is nap bruh. I DESERVE THAT." "RSA" "nice" 3 "positive" 1 "[3;5]"
"3293" "Tonga gets its first EVER Covid case: Traveller from New Zealand tests positive https://t.co/DmKCUdKmiv https://t.co/54Y7yGu3DB" "RSA" "positive" 2 "positive" 1 "[1;3)"
"3298" "More than ONE MILLION people in England were infected with Covid in week before half-term https://t.co/UwWq3Ubi26 https://t.co/sCfJaTqG7h" "RSA" "infected" -2 "negative" 1 "(-3;-1]"
"3302" "One in 50 people test positive for Covid in England as cases hit January levels https://t.co/7V1pwIHt42 https://t.co/8miVUzw3oC" "RSA" "positive" 2 "positive" 1 "[1;3)"
"3306" "Lisa Snowdon says Covid 'absolutely floored me' and resulted in a panic attack https://t.co/9JhQA4FTPn https://t.co/Y8yOuNN2WX" "RSA" "attack_panic" -2 "negative" 2 "(-3;-1]"
"3335" "Covid: Call for rich nations to airlift millions of surplus vaccines https://t.co/UXFwxEROes #NEWS https://t.co/AS0ENg8lAQ" "RSA" "rich" 2 "positive" 1 "[1;3)"
"3345" "Biden to Give $4 Billion of Taxpayer Money to Illegal Aliens Under COVID Relief Bill https://t.co/wQuwzu640A via @realnewspunch" "RSA" "illegal" -3 "neutral" 1 "[-5;-3]"
"3347" "Florida COVID cases, death rate among lowest in the country https://t.co/5KIFunxJtq https://t.co/IGCL43Ghdb" "RSA" "death_lowest" -2 "negative" 2 "(-3;-1]"
"3350" "@AndIllWhisperNo @robertblizzard We are doing quite well. Our economy is vibrant and Covid is under control." "RSA" "vibrant" 3 "positive" 1 "[3;5]"
"3363" "A cheap antidepressant is showing promise treating COVID-19 in high-risk adults https://t.co/sTNKs4GRHg https://t.co/okAzgaiUAc" "RSA" "promise_risk" 0 "negative" 2 "0"
"3366" "Well, that's new. I didn't get low-level nausea with my previous two COVID shots. Yes, I've eaten today." "RSA" "yes" 1 "positive" 1 "[1;3)"
"3373" "Is the Senator refusing to take their mandatory (for federal employees) COVID vaccine? https://t.co/xR8Xu53Sve" "RSA" "mandatory_refusing" -2 "negative" 2 "(-3;-1]"
"3389" "New York Fire Department members protest ahead of Covid-19 vaccine mandate deadline https://t.co/14FazVqcom #NEWS https://t.co/LVAwhaIYxK" "RSA" "fire_protest" -2 "negative" 2 "(-3;-1]"
"3392" "They died of covid? After having the jab? No thank you! I won't bend the knee! https://t.co/JchZ4af9FG" "RSA" "died_no_thank" -1 "neutral" 3 "(-3;-1]"
"3400" "Financial Assistance to USA, Canada, and International Veterinarians and Businesses for Urgent Needs, Includi-  https://t.co/KvDNBlQz6N" "RSA" "urgent" -1 "negative" 1 "(-3;-1]"
"3401" "HIV activists have a history of outrageous energy. COVID protesters hope to match it https://t.co/cd2VNE8KWI https://t.co/deYlT0g72g" "RSA" "hope_protesters" 0 "negative" 2 "0"
"3418" "Covid cases WERE already falling in children before half-term https://t.co/CZ7RZhMAZp https://t.co/v5oCC0dxIK" "RSA" "falling" -1 "negative" 1 "(-3;-1]"
"3419" "Covid lockdowns left kids vulnerable to exploitation as social service referrals dropped https://t.co/PJPVk1U2KI https://t.co/uh6tzbTH4I" "RSA" "vulnerable" -2 "negative" 1 "(-3;-1]"
"3428" "@TediousTirade @carrie4beto @TerryMcAuliffe More people from Florida have died from covid that than the death toll from the Vietnam war." "RSA" "death_died_war" -2 "negative" 3 "(-3;-1]"
"3430" "Someone at my job tested positive for covid being fully vaccinated. Aka PUT YOUR FUCKING MASKS ON, stop playing." "RSA" "fucking_positive_stop" -1 "neutral" 3 "(-3;-1]"
"3434" "This is a really good discussion: Horror Fiction In The Age of Covid: A Roundtable Discussion https://t.co/qnD2pi1n7w via @CrimeReads" "RSA" "good" 3 "neutral" 1 "[3;5]"
"3436" "But NYPD and FDNY members will lose their jobs if they don't get COVID jab. What a stupid and criminal SOB.... https://t.co/PfFHSzhaOZ" "RSA" "criminal_stupid" -2 "negative" 2 "(-3;-1]"
"3437" "Great news for @TFFPharma as they will start their trial on inhaled niclosamide in #Covid19 in November. $TFFP https://t.co/S5wBvO3LkB" "RSA" "great" 3 "positive" 1 "[3;5]"
"3439" "@RomiDesigns COVID is going to leave a lot of families torn apart in more ways than just lost people." "RSA" "leave_lost_torn" -2 "negative" 3 "(-3;-1]"
"3444" "@ritholtz Unclear. Maybe also related to 40,000 bad tests in this COVID testing lab scandal. https://t.co/MTU4wzwuDR" "RSA" "bad_scandal_unclear" -2 "negative" 3 "(-3;-1]"
"3465" "UK travel red list 'to be scrapped' amid 'declining' Covid threat from abroad https://t.co/Iw4vOALIEB https://t.co/cceFfMd6Lt" "RSA" "threat" -2 "negative" 1 "(-3;-1]"
"3466" "Brexit worse for the UK economy than Covid pandemic, OBR says https://t.co/aSXeCldlmz #NEWS https://t.co/7gliwgrOyd" "RSA" "worse" -3 "negative" 1 "[-5;-3]"
"3470" "Yes, you can have Covid-19 and the flu at the same time. Here's what that could look like https://t.co/9K9W1i8J4k" "RSA" "flu_like_yes" 0 "positive" 3 "0"
"3473" "Came back negative on covid and the flu. Feeling pretty blessed" "RSA" "feeling_flu_negative_pretty" 0 "neutral" 4 "0"
"3479" "Survived 6 days on at work. Got my COVID booster. Settling down to tomato soup and cheese muffins and looking forward to 4 days off." "RSA" "survived" 2 "positive" 1 "[1;3)"
"3492" "@DeniseM56637413 Thank you; and as someone on the front lines of COVID, I am incredibly proud of you." "RSA" "proud_thank" 2 "positive" 2 "[1;3)"
"3493" "Report: At least 59,000 meat workers caught COVID, 269 died https://t.co/KQSZqD9Z1o #HRVA https://t.co/QewrWiDeL4" "RSA" "died" -3 "negative" 1 "[-5;-3]"
"3496" "How did FL end up with one of best Covid case and death rates in US? https://t.co/HKnrwrRQk3 via @MailOnline" "RSA" "best_death" 0 "neutral" 2 "0"
"3503" "Yoh or Tha R1000 when you test negative for covid. https://t.co/qcyQEA6N6j" "RSA" "negative" -2 "negative" 1 "(-3;-1]"
"3506" "Cigarette sales in America were falling. Then Covid hit https://t.co/6ZNABqhs70 #NEWS https://t.co/5qt8KTV5d2" "RSA" "falling" -1 "negative" 1 "(-3;-1]"
"3509" "Stress from COVID-19 pandemic causing millennials to struggle with decision-making: survey https://t.co/Pb0S0kMopW https://t.co/x2Xs2cnQyS" "RSA" "struggle" -2 "negative" 1 "(-3;-1]"
"3514" "Healthy Young Girl Suffers Severe Debilitating Effects from the Covid Shot #NewsBreak https://t.co/9m87DoaX55" "RSA" "healthy_severe_suffers" -1 "negative" 3 "(-3;-1]"
"3523" "Trick or treat with UNICEF and help vaccine outreach https://t.co/HLuf5NziUO https://t.co/N8H05SExkM" "RSA" "help_outreach" 2 "negative" 2 "[1;3)"
"3526" "A crime against humanity: Dr. Deborah Birx admits Trump's campaign distracted from COVID response  https://t.co/iRlMHUHZmk" "RSA" "admits_crime_distracted" -2 "negative" 3 "(-3;-1]"
"3529" "Free-State Covid-19 Update https://t.co/RQcWatV35g" "RSA" "free" 1 "positive" 1 "[1;3)"
"3535" "Fox anchor Neil Cavuto urged viewers to get vaccinated. Then came the death threats https://t.co/MetBmdlbXx https://t.co/5imn1MA2zB" "RSA" "death_threats" -2 "negative" 2 "(-3;-1]"
"3539" "Covid death.
https://t.co/pOeAuBkRsg https://t.co/q5SRBhkIag" "RSA" "death" -2 "negative" 1 "(-3;-1]"
"3551" "@benshapiro Or maybe because more Tysons workers died of Covid than at any other meat packer?
https://t.co/AtoAi2RDrn" "RSA" "died" -3 "negative" 1 "[-5;-3]"
"3552" "All Blacks coach 'very sad' for Kiwi-born Wales star forced out of Test due to Covid https://t.co/w5mbG4BXpc https://t.co/N1XQsgYr0w" "RSA" "forced_sad" -2 "negative" 2 "(-3;-1]"
"3554" "LIVE VIDEO, 2 p.m.: Gov. Cooper holds COVID briefing as numbers improve https://t.co/hFXI8Xyec0 #OBX https://t.co/ee1fULBOdj" "RSA" "improve" 2 "positive" 1 "[1;3)"
"3563" "Government denies Covid 'Plan C' exists despite admitting it's been 'proposed' https://t.co/57pPcnhTAn https://t.co/X04jK8vRge" "RSA" "denies" -2 "negative" 1 "(-3;-1]"
"3567" "@CFC_Ali10 @zackerigi @Farret13Tejeda @JesusRoIe Won it by a mile waaaaaay before covid hit the league." "RSA" "won" 3 "positive" 1 "[3;5]"
"3581" "Grants to USA Teachers and Educational Personnel to Improve the Learning Experience for Childr- Due: 02/01/2022 https://t.co/T7Fo8SKyDR" "RSA" "grants_improve" 2 "positive" 2 "[1;3)"
"3590" "Brazil senators support criminal charges for Jair Bolsonaro over Covid crisis https://t.co/bOYlmTdb1a #NEWS https://t.co/Rh6E93ggX7" "RSA" "charges_criminal_crisis_support" -2 "negative" 4 "(-3;-1]"
"3592" "@jpdanner @captain_pinchy @BehemothbeerNZ What a waste of a Covid loan..." "RSA" "waste" -1 "negative" 1 "(-3;-1]"
"3594" "Funny how football stadiums are empty due to Covid but that all doesn't matter when its about elections https://t.co/PyDOPxDnoU" "RSA" "empty_funny_matter" 1 "negative" 3 "[1;3)"
"3602" "Thirteen 'mostly unvaccinated' pregnant women DIED from Covid since July, study shows https://t.co/3qR4KCug3a https://t.co/RTWsl964k7" "RSA" "died" -3 "negative" 1 "[-5;-3]"
"3604" "What a cancer misdiagnosis taught me about coping with medical distrust https://t.co/43uurA0c0K #NEWS https://t.co/ZSaFdKTAQd" "RSA" "cancer_distrust" -2 "negative" 2 "(-3;-1]"
"3617" "@eggporksalad @DrLeanaWen @JohnKingCNN @InsidePolitics \"It DoEsNt KiLl ThEm\" https://t.co/D8sT5NQusV" "RSA" "kill" -3 "negative" 1 "[-5;-3]"
"3637" "COVID-19 side effects could include memory loss, brain fog, researchers find https://t.co/ReFyRtICV1 https://t.co/lBrTLgklaj" "RSA" "loss" -3 "negative" 1 "[-5;-3]"
"3643" "Prepare to be shocked. #Covidvaccines https://t.co/oen6XUV2JP" "RSA" "shocked" -2 "negative" 1 "(-3;-1]"
"3645" "Lions coughing and sneezing as they test positive for Covid after Delta variant sweeps zoos https://t.co/msv8DzKLEV https://t.co/ypOyk1TdJW" "RSA" "positive" 2 "positive" 1 "[1;3)"
"3648" "World has wasted chance to build back better after Covid, UN says https://t.co/R8pHURKHDv #NEWS https://t.co/38p24JbhIk" "RSA" "better_chance_wasted" 1 "neutral" 3 "[1;3)"
"3656" "24 hours since Moderna booster and I feel 70% back to normal

Still get your booster tho. Still better than covid." "RSA" "better" 2 "positive" 1 "[1;3)"
"3657" "Struggling Blackhawks put Toews on COVID list https://t.co/Jpo0QTLB90 #Sports https://t.co/r1q1Gj62wZ" "RSA" "struggling" -2 "negative" 1 "(-3;-1]"
"3659" "Health Care Workers Speak Out on Why They Would Rather Lose Their Jobs Than Take a COVID-19 Vaccine https://t.co/WVSUdWbcM8" "RSA" "care" 2 "negative" 1 "[1;3)"
"3665" "COVID Costumes Aren't Funny, and Other Dress-Up Faux Pas to Avoid This Halloween https://t.co/JAhArmWCvC https://t.co/v1WARNVNAJ" "RSA" "avoid_funny" 2 "negative" 2 "[1;3)"
"3666" "World has wasted chance to build back better after Covid, UN says https://t.co/U70OGWvCSq" "RSA" "better_chance_wasted" 1 "neutral" 3 "[1;3)"
"3678" "@beingrealmac Take a moment to remember the firefighters that have died from Covid. https://t.co/VL3W7W5818" "RSA" "died" -3 "negative" 1 "[-5;-3]"
"3681" "COVID Tyrant: Yes We Want a Two-Class System https://t.co/pZpD9NxNtI" "RSA" "want_yes" 1 "negative" 2 "[1;3)"
"3682" "EpochTV Review: Why Is the GOP Refusing to Investigate Fauci and the Origins of COVID-19?

https://t.co/XWdwOiiBol" "RSA" "refusing" -2 "negative" 1 "(-3;-1]"
"3693" "Armistice Day funeral for veteran Dennis Hutchings who caught Covid during Troubles trial https://t.co/xqdKotcZZW https://t.co/FUT2Qsfj0J" "RSA" "funeral_troubles" -2 "negative" 2 "(-3;-1]"
"3695" "@foxciderza Before Covid-19 ruined everything for us hey but we are still here....!!! #TB #UnleashTheFox @foxciderza https://t.co/H0QMuWYLl8" "RSA" "ruined" -2 "negative" 1 "(-3;-1]"
"3705" "Why people believe Covid conspiracy theories: could folklore hold the answer? https://t.co/JoFYKrUsk7 #NEWS https://t.co/HFW23D7FDT" "RSA" "conspiracy" -3 "negative" 1 "[-5;-3]"
"3722" "Cs one game where Tatum missed like 13 wide open 3s from being 3-1. 2-2 still a very good start for dealing with COVID and injuries." "RSA" "good_like_missed" 1 "positive" 3 "[1;3)"
"3724" "Can't. Freaking. Wait.

Like 18 months overdue since his first appearance got canceled due to the beginning of COVID https://t.co/Wt5ypJPUPG" "RSA" "like" 2 "negative" 1 "[1;3)"
"3725" "@SchimmyGVO that sucks tho covid hotspot is a no-go for sure" "RSA" "no_sucks" -2 "negative" 2 "(-3;-1]"
"3726" "VB schools hosting free COVID-19 vaccine clinics week of Oct. 25 https://t.co/nuYAa35DWc #HRVA https://t.co/I46tiuCXIN" "RSA" "free" 1 "positive" 1 "[1;3)"
"3730" "@Meenplusmeen that is weird af. in the time of covid you want to have more physical interaction??? Lame." "RSA" "lame_want_weird" -1 "negative" 3 "(-3;-1]"
"3737" "Why are pharmacies giving COVID vaccines and letting people leave immediately after? Did the post-Vax monitoring recommendations change?" "RSA" "leave" -1 "positive" 1 "(-3;-1]"
"3746" "CDC moves large European country to its highest level of Covid-19 travel risk https://t.co/cWL5j454v4 #NEWS https://t.co/yFYmCTdYP4" "RSA" "risk" -2 "negative" 1 "(-3;-1]"
"3755" "@nass_meryl People claiming the COVID vaccine made them ill for more than 48 hours face quite a burden of proof." "RSA" "burden_ill" -2 "negative" 2 "(-3;-1]"
"3762" "False Covid test results not cause of surge in south-west England, says No 10 https://t.co/F3zYdfL8RU #NEWS https://t.co/IPnCluoz0J" "RSA" "no" -1 "negative" 1 "(-3;-1]"
"3765" "11 African lions test positive for COVID-19 at Denver Zoo https://t.co/4eGWpTfT5i #HRVA https://t.co/tm22ezMxws" "RSA" "positive" 2 "positive" 1 "[1;3)"
"3769" "@JoshuaPotash Are they walking all the way to Florida for the $5000 and a better chance of dying from Covid?" "RSA" "better_chance" 2 "neutral" 2 "[1;3)"
"3770" "@PanvidyaMagnus If the people who are against mandates did this throughout the country, it would end the covid madness..." "RSA" "madness" -3 "negative" 1 "[-5;-3]"
"3776" "Fresh lockdowns in China as local Covid-19 infections spread to 11 provinces https://t.co/9VLviYLmcP #NEWS https://t.co/swlSVjTR0Q" "RSA" "fresh" 1 "neutral" 1 "[1;3)"
"3777" "For more information on COVID-19 breakthrough cases and recommendations: https://t.co/I56NSvvrez" "RSA" "breakthrough" 3 "positive" 1 "[3;5]"
"3779" "@CalebJHull @BretBaier But Covid is a hoax, so why care? @FoxNews" "RSA" "care_hoax" 0 "negative" 2 "0"
"3782" "Black and Latino families continue to bear pandemic's great economic toll in U.S. https://t.co/yKzXkr0jrd https://t.co/KHQbKZYi9s" "RSA" "great" 3 "neutral" 1 "[3;5]"
"3783" "@therecount Why are there vacancies? How many police died or were incapacitated by COVID?" "RSA" "died_incapacitated" -2 "negative" 2 "(-3;-1]"
"3784" "New story on #NPR: Black and Latino families continue to bear pandemic's great economic toll in U.S. https://t.co/aKLPDWRYGL" "RSA" "great" 3 "neutral" 1 "[3;5]"
"3787" "Biden administration takes new steps to boost availability of rapid covid tests https://t.co/6JOFyzOa9I" "RSA" "boost" 1 "positive" 1 "[1;3)"
"3788" "@ColumbiaBugle We had plenty of tax cuts under 
Trump. And his PPP program saved our small business during COVID." "RSA" "cuts_saved" 0 "positive" 2 "0"
"3792" "@YahooFinance @AmericanExpress Curious how those who have a windfall inheritance from relatives who died of COVID are spending it." "RSA" "curious_died" -1 "neutral" 2 "(-3;-1]"
"3805" "Bears coach Nagy says he has tested positive for COVID-19 https://t.co/id4Wf6SjQe https://t.co/ABxlmfAfsZ" "RSA" "positive" 2 "positive" 1 "[1;3)"
"3809" "Bears' Nagy says he tested positive for COVID https://t.co/IBkQdrPNlR #Sports https://t.co/qJ6stYjTr2" "RSA" "positive" 2 "positive" 1 "[1;3)"
"3811" "@mandi1630 If she doesn't believe in covid perhaps she'll refuse the test and be refused admittance." "RSA" "refuse_refused" -2 "negative" 2 "(-3;-1]"
"3820" "Moderna says low-dose COVID-19 vaccine is safe and appears to work for kids age 6-11 https://t.co/Pb3SzcEXLs https://t.co/3WGy4nmRgE" "RSA" "safe" 1 "positive" 1 "[1;3)"
"3821" "UK's daily Covid cases FALL for second day in a row to 45,113 and deaths drop 16% https://t.co/jF5CfPD7YH https://t.co/FwWDqdknOp" "RSA" "drop" -1 "negative" 1 "(-3;-1]"
"3823" "@tahdigphobiacow NZ has had 28 covid deaths and she's insanely popular, so, uh, owned" "RSA" "popular" 3 "neutral" 1 "[3;5]"
"3826" "Sources: Pack DC Barry tests positive for COVID https://t.co/OvF0zZQotn #Sports https://t.co/X6y1Ive5M9" "RSA" "positive" 2 "positive" 1 "[1;3)"
"3832" "LIVE: NYC workers march across Brooklyn Bridge in protest of COVID-19 vaccine mandate https://t.co/6sD6aPE4WA https://t.co/6sHrcTXFxR" "RSA" "protest" -2 "negative" 1 "(-3;-1]"
"3834" "@patriottakes Our military having Covid is a cancer yo our military readiness..." "RSA" "cancer" -1 "negative" 1 "(-3;-1]"
"3835" "Moderna says new data supports its COVID vaccine for kids 6 to 11 https://t.co/tL4zrA8ijU https://t.co/UozeHVLWNj" "RSA" "supports" 2 "positive" 1 "[1;3)"
"3838" "Myocarditis is worse than COVID? https://t.co/7DQuYK1g9d" "RSA" "worse" -3 "negative" 1 "[-5;-3]"
"3841" "Covid in Scotland: Hundreds refused entry in vaccine passport 'chaos' https://t.co/Ms5AW2GjeD #NEWS https://t.co/h7lrpgHpBM" "RSA" "chaos_refused" -2 "negative" 2 "(-3;-1]"
"3843" "INSIGHTS: COVID and Long-Term Trends Challenge Enrollment - Fall 2021 Early Enrollment Estimates - https://t.co/ia0WYG5Gtu" "RSA" "challenge" -1 "negative" 1 "(-3;-1]"
"3847" "Loose Women panel split on whether Covid lockdowns should be for unvaccinated ONLY https://t.co/8k3jBZWZvN https://t.co/xmbRylzpLy" "RSA" "loose" -3 "negative" 1 "[-5;-3]"
"3850" "Between the measles and COVID, \"You\" makes a bizarre creative decision that doesn't make sense https://t.co/WL64O8GbBq" "RSA" "bizarre_creative" 0 "neutral" 2 "0"
"3867" "Maternity wards could be unable to deliver care if Covid surge continues, medics warn https://t.co/LBjrDsjUNq https://t.co/gMrGwJZCZG" "RSA" "care_warn" 0 "negative" 2 "0"
"3870" "Negative for COVID but it's a cold with lots of mucus in the chest that just won't come out. Ugh" "RSA" "negative" -2 "negative" 1 "(-3;-1]"
"3871" "NBA: Protesters show support for Irving's vaccine stance ahead of Nets game https://t.co/Bm4M7oF9WQ #NEWS https://t.co/DWDp1rseuv" "RSA" "protesters_support" 0 "positive" 2 "0"
"3872" "Grants to USA Libraries to Support Recovery in the Wake of the COVID-19 Pandemic-  Due: 12/02/2021 https://t.co/lTjTUuKUu6" "RSA" "grants_support" 2 "positive" 2 "[1;3)"
"3874" "Covid Plan B is needed now to stop NHS 'winter meltdown', say Government scientists https://t.co/mCK7Lq2LTr https://t.co/BVoaiYb61w" "RSA" "stop" -1 "negative" 1 "(-3;-1]"
"3879" "CDC 'Proves' COVID Jab Protects You From Dying in Accidents! https://t.co/Uh5SRZNfYq" "RSA" "accidents_protects" 0 "neutral" 2 "0"
"3882" "HSBC profits rise 74% as economy rebounds from Covid crisis https://t.co/MRQdCxaemU #NEWS https://t.co/1kiCxmyBiT" "RSA" "crisis" -3 "negative" 1 "[-5;-3]"
"3891" "@digby56 Will this replace the spate of stories about anti vaccine people dying of Covid?" "RSA" "anti" -1 "negative" 1 "(-3;-1]"
"3893" "Check Out This Article: Ryanair Bans Passengers Who Asked For Refunds For Missed Flights Due To Covid-19 https://t.co/ZXyIlzWgMD" "RSA" "missed" -2 "negative" 1 "(-3;-1]"
